trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
8/3/2020 17:05,3.46E+14,fraud_Bruen-Yost,misc_pos,6.77,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,8/1/1983,b4839a574c087a1e13feb5de031b0bd8,1362762340,40.000689,-82.523337,0
8/3/2020 17:06,4.59E+18,fraud_Kihn-Fritsch,food_dining,7.3,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",8/5/2004,ba988644734f9786890a2b53dabe51fb,1362762365,41.764381,-87.804498,0
8/3/2020 17:06,5.04E+11,"fraud_Hagenes, Hermann and Stroman",travel,2.07,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28/12/1975,9260db47650638b17994f34ae45e6604,1362762373,28.748466,-98.5374,0
8/3/2020 17:06,6.01E+15,"fraud_Kling, Howe and Schneider",home,44.23,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",30/06/1965,892e1344bb0eef66228de8f8a3f4eaf0,1362762382,40.442026,-73.646977,0
8/3/2020 17:07,3.03E+13,"fraud_Kihn, Abernathy and Douglas",shopping_net,9.26,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,62765df52a7155e4e77bbad65ff47b32,1362762431,35.725341,-91.862997,0
8/3/2020 17:08,3.43E+14,fraud_Bogisich-Weimann,kids_pets,97.94,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,13/08/1962,3b22118a9596762e52e93f7f27a62bb8,1362762482,35.526293,-77.590414,0
8/3/2020 17:08,3.46E+14,"fraud_Schneider, Hayes and Nikolaus",food_dining,149.8,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,20/11/1950,063be0a932ac104da8bca23f757b3b03,1362762515,38.249141,-77.757807,0
8/3/2020 17:08,2.13E+14,"fraud_Weber, Thiel and Hammes",kids_pets,27.46,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13/09/1972,594a9500c724542f815630195b456b3d,1362762519,40.844364,-79.50529,0
8/3/2020 17:08,3.60E+15,fraud_Berge-Ullrich,home,8.91,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,312aabb2735c1412b3e44d76e6873c95,1362762530,40.979386,-91.944307,0
8/3/2020 17:09,3.60E+15,fraud_Brown Inc,kids_pets,79.94,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,8/3/1952,5db880f01a984b95ce2a59f4dd4ed492,1362762581,39.054128,-76.364447,0
8/3/2020 17:09,3.03E+13,"fraud_Metz, Russel and Metz",kids_pets,15.1,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21/11/1976,48e2b54714e321deeef99fb8bc284008,1362762582,37.138361,-77.393594,0
8/3/2020 17:10,2.25E+15,fraud_Kautzer and Sons,personal_care,21.58,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26/03/1976,32b86b5f5a84d00ddab0dd6e79b87d1f,1362762619,37.711803,-75.398239,0
8/3/2020 17:10,2.23E+15,"fraud_Cormier, Stracke and Thiel",entertainment,92.1,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,6/11/1984,e74d13e40a6e5a1834ca12a5bbbec146,1362762620,43.671651,-90.025655,0
8/3/2020 17:10,4.56E+18,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,458.93,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,9/5/1992,c6b0efbe926ed66d71e0eb5a0d3091b9,1362762626,39.468507,-104.482418,0
8/3/2020 17:10,3.52E+15,fraud_McDermott-Rice,misc_pos,6.88,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,24/11/1989,a27ddf40ffaadd98ae3f68aba592ba09,1362762632,39.244617,-109.463659,0
8/3/2020 17:10,3.65E+13,"fraud_Reichert, Huels and Hoppe",shopping_net,24.13,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29/01/2005,dd18ad875081932f27163b09b9edcb04,1362762649,39.748353,-83.453863,0
8/3/2020 17:11,3.01E+13,fraud_Barton LLC,kids_pets,13.78,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",6/1/1942,7385d69f12a5fd09270efa7575f8924c,1362762684,48.958735,-96.035584,0
8/3/2020 17:11,2.72E+15,fraud_Keeling-Crist,misc_pos,86.77,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,67c47679968ae857f69c62f3069fdf8c,1362762707,44.813378,-69.772473,0
8/3/2020 17:11,3.53E+15,"fraud_Graham, Hegmann and Hammes",food_dining,28.91,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,4/6/1997,d5bade153b66f7e99a43e017cee8b161,1362762715,33.177929,-79.976096,0
8/3/2020 17:13,3.55E+15,fraud_Connelly-Carter,home,32.77,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21/12/1966,d607cd714e71e196af80acd3282af4e7,1362762785,43.613415,-86.821576,0
8/3/2020 17:13,4.87E+15,fraud_Schimmel-Olson,kids_pets,35.49,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,28/05/1982,b4c9d4c73222867bc68c62a6972cf993,1362762805,45.365678,-121.910106,0
8/3/2020 17:13,3.70E+14,"fraud_Hyatt, Russel and Gleichner",health_fitness,62.56,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",3/9/1951,86cfdf8116de80b7a719ee9313fab929,1362762837,29.914881,-91.284499,0
8/3/2020 17:14,6.76E+11,"fraud_Reichert, Rowe and Mraz",shopping_net,1.48,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24/07/1983,dbc0f6ddcc843de020345fca3546fe70,1362762856,29.513212,-96.645101,0
8/3/2020 17:14,3.56E+15,fraud_Feil-Morar,health_fitness,67.68,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,21/10/1930,a0bdaff772e9ab8a0c67c0cd06a89415,1362762875,37.546818,-98.275688,0
8/3/2020 17:14,3.72E+14,"fraud_Romaguera, Wehner and Tromp",kids_pets,41.42,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21/01/1966,ac6b2cfb16d2ce7bf00d8da352a1d97e,1362762891,42.747024,-74.416408,0
8/3/2020 17:15,3.52E+15,fraud_Jakubowski Inc,home,43.58,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,162b68e5ed890ce0b89e5afbb5a5e17e,1362762925,32.569054,-87.766622,0
8/3/2020 17:15,3.82E+13,fraud_Berge-Ullrich,home,73.27,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15/04/1988,503072ce96a4f75c70fbea38a8dadae8,1362762952,43.771648,-72.193883,0
8/3/2020 17:16,3.53E+15,"fraud_Goyette, Howell and Collier",shopping_pos,7.1,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,5/12/1974,8b7439e79e510ffb91153b43eb78b9ca,1362763003,32.61674,-80.368695,0
8/3/2020 17:16,4.43E+12,fraud_Abernathy and Sons,food_dining,41.46,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16/08/2000,8cde6072e75ad41f34ac2c09513458f6,1362763010,33.012894,-106.074777,0
8/3/2020 17:17,3.05E+13,"fraud_Baumbach, Feeney and Morar",shopping_net,25.64,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26/01/1979,4ca6a7c13aeffd4fec86093b0f488cf1,1362763022,36.901396,-89.402977,0
8/3/2020 17:17,4.60E+12,fraud_Labadie LLC,personal_care,4.32,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,18/12/1990,c1ddd44157f43b2ce2a0887fd4747416,1362763045,30.090272,-95.797109,0
8/3/2020 17:18,3.03E+13,fraud_Cummerata-Hilpert,entertainment,1.45,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24/11/1961,90976a7bb514d92e6552f24d60edd997,1362763126,38.691563,-111.856024,0
8/3/2020 17:18,2.38E+15,fraud_Schroeder Group,health_fitness,14.93,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,2/3/1956,6f2b4a2df23efda4f5a034735660ce12,1362763133,43.311806,-70.525024,0
8/3/2020 17:19,4.56E+18,"fraud_Koss, Hansen and Lueilwitz",home,100.22,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,18/10/1972,2b9564c3726cce892b3bc34f03b65882,1362763151,39.611316,-123.462512,0
8/3/2020 17:19,6.53E+15,"fraud_Kunze, Larkin and Mayert",travel,6.97,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,27/04/1965,69faa1bd184158c5855c5613cc430471,1362763179,45.255381,-91.226541,0
8/3/2020 17:20,4.45E+15,fraud_Rau-Robel,kids_pets,2.1,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,4/3/1978,42ab8e2bb5449811598bf760c5dc6af2,1362763207,31.732839,-97.50568,0
8/3/2020 17:20,6.01E+15,fraud_Predovic Inc,shopping_net,212.54,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31/07/1975,817df3bfe17893477f2cf7e7e60582c6,1362763215,39.002617,-104.118096,0
8/3/2020 17:22,2.26E+15,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,64.49,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17/10/1995,82df8203706b0c2beb2ba65cc8e2f579,1362763332,29.161185,-97.911019,0
8/3/2020 17:22,4.46E+18,fraud_Nolan-Williamson,kids_pets,16.51,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,26/11/1945,8fbc57ddac647e6cccb32e1d33807d9c,1362763372,31.135692,-104.277843,0
8/3/2020 17:22,3.71E+14,fraud_Dooley Inc,shopping_pos,1.84,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,10/1/1976,be34687de7a92bd909efc6a7f8742019,1362763379,40.11029,-79.154787,0
8/3/2020 17:23,4.29E+15,"fraud_Turcotte, Batz and Buckridge",health_fitness,118.68,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31/12/1986,b10ccc32f538658cc0b3d36e22472a81,1362763389,33.054991,-81.924168,0
8/3/2020 17:23,4.07E+15,fraud_Beier LLC,entertainment,18.56,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,12/11/1986,7dd98c905a2c35e4ab3d5291582d0216,1362763397,34.443809,-87.603117,0
8/3/2020 17:23,2.13E+14,"fraud_O'Reilly, Mohr and Purdy",home,11.8,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,e4c3aa7333cd7e2790e9a7f7202999fe,1362763399,34.630495,-82.702709,0
8/3/2020 17:23,4.25E+15,"fraud_Reinger, Weissnat and Strosin",food_dining,86.83,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,2/5/1956,2c22449dbf4eda4a7218c400bdd7e323,1362763425,42.955668,-78.582765,0
8/3/2020 17:24,6.01E+15,"fraud_Schroeder, Hauck and Treutel",entertainment,39.51,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,8/2/1983,7b5cfb7139d62d7c64ea39c1c3bfbf5a,1362763474,34.897811,-78.340961,0
8/3/2020 17:25,3.55E+15,"fraud_Streich, Rolfson and Wilderman",kids_pets,24.37,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30/04/1962,a05bf4c4d9b7a2578c749d420661fd7a,1362763556,38.151059,-87.693286,0
8/3/2020 17:26,3.76E+14,fraud_Windler LLC,kids_pets,51.17,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23/12/1974,99b3e34163d896d92ed1b50e83e25838,1362763574,40.11781,-93.416889,0
8/3/2020 17:26,60490596305,fraud_Douglas-White,entertainment,53.6,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",19/05/1963,a729160aebfe77b9ab98800e2f4daa7e,1362763584,34.039336,-89.96896,0
8/3/2020 17:27,4.70E+15,fraud_Brown Inc,kids_pets,59.02,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",16/08/1989,d86165ef147f613b19c6e5e3d7f5f435,1362763632,39.811315,-119.868249,0
8/3/2020 17:27,3.03E+13,fraud_Botsford Ltd,shopping_pos,125.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,883d10cad4ccfcd8ab95dfbd13e3a554,1362763652,35.632302,-90.69717,0
8/3/2020 17:27,4.54E+18,fraud_Frami Group,entertainment,31.75,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18/07/1972,0be20420c1a5111f15a213867235f8a6,1362763671,36.086428,-105.841494,0
8/3/2020 17:28,3.58E+15,fraud_Schroeder Group,health_fitness,7.76,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30/12/2004,d6208f0377b71502cba33c469e2d82e2,1362763707,39.968043,-95.264592,0
8/3/2020 17:29,4.42E+15,fraud_Kassulke Inc,entertainment,11.98,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,6/3/1957,e0396343285680ecf6b452ed88deb2c8,1362763786,42.405674,-91.166109,0
8/3/2020 17:29,6.01E+15,fraud_Reynolds-Schinner,misc_pos,9.25,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,11/6/1986,89c3c7b09e3abf461edde0b8201ebbd9,1362763786,32.755536,-92.604036,0
8/3/2020 17:31,5.72E+11,fraud_Schmeler-Howe,personal_care,11.7,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,2/4/1952,65507f9b49e45c593a4fe4f9b9ff849d,1362763866,37.621122,-84.955224,0
8/3/2020 17:31,3.01E+13,fraud_Breitenberg-Hermiston,kids_pets,49.98,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16/08/1993,9b26feb3f3bdcc208e4ffdb5604026d2,1362763879,38.911506,-101.465575,0
8/3/2020 17:31,3.60E+15,fraud_Jewess LLC,shopping_pos,5.31,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,23/03/1993,a067c094ec8289c5402d48c35f7bf12c,1362763904,34.507056,-90.285671,0
8/3/2020 17:32,3.75E+14,fraud_Thiel PLC,misc_pos,38.82,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,2ee639a64fe7bd2c1c5820909eba8469,1362763925,47.545346,-97.073027,0
8/3/2020 17:32,3.50E+15,fraud_Torp-Lemke,misc_pos,6.44,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,6813258f904ce281200410a7d5577cfa,1362763966,26.702319,-80.821964,0
8/3/2020 17:33,1.80E+14,fraud_Champlin and Sons,home,45.69,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22/09/1972,8f8802e9732691189388c377a79e60f0,1362764033,33.183882,-117.826442,0
8/3/2020 17:34,2.23E+15,fraud_Dare-Marvin,entertainment,1.73,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16/01/1960,9500e417e9657753ec2bca18b9ef8f8d,1362764052,33.405401,-89.537875,0
8/3/2020 17:34,4.98E+15,fraud_Carroll PLC,health_fitness,65.36,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10/2/1935,3dc8785549b17a65448734fd8ae0983e,1362764063,41.649737,-98.764351,0
8/3/2020 17:34,6.01E+15,fraud_Bartoletti and Sons,personal_care,27.82,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",19/12/2001,f49982bc9b4ce1e5cd9ff91caf0535c1,1362764070,42.925741,-96.343441,0
8/3/2020 17:34,4.92E+15,fraud_Kozey-Kuhlman,personal_care,36.32,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",11/11/1944,5d415795c6619bef0cee7117548b9f10,1362764070,35.326759,-97.859849,0
8/3/2020 17:35,4.91E+18,"fraud_Lowe, Dietrich and Erdman",kids_pets,64.39,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,b0070b3329fa4f122c0841c63346d812,1362764100,23.847142,-82.06741,0
8/3/2020 17:35,3.76E+14,"fraud_Willms, Kris and Bergnaum",shopping_pos,2.87,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/2/1982,d54904de2665e1d3e3e81f24186cecdb,1362764103,41.962778,-101.763592,0
8/3/2020 17:35,3.53E+15,fraud_Friesen Inc,shopping_pos,7.05,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,4/6/1997,4ad11a31596c34d64fd3d64061c85ca9,1362764129,32.841243,-80.417274,0
8/3/2020 17:35,4.12E+15,fraud_Cartwright PLC,kids_pets,63.5,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19/08/1945,8fa32da187f0aa6fca9593e9e83906d0,1362764130,40.789957,-89.129933,0
8/3/2020 17:36,3.60E+15,fraud_Kertzmann LLC,health_fitness,20.55,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",10/10/1995,5ad1928f91355c0f54cb0e9cedf76135,1362764174,41.406023,-95.493403,0
8/3/2020 17:36,1.80E+14,"fraud_Schroeder, Hauck and Treutel",entertainment,60.95,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20/11/1974,bf0f111d27f9234c8d998a237bc8bce6,1362764198,42.35156,-90.72213,0
8/3/2020 17:36,3.06E+13,fraud_McKenzie-Huels,food_dining,9.35,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1/10/1998,23da91bfd714c04611ca1d2287efb305,1362764200,40.635191,-76.180488,0
8/3/2020 17:36,3.58E+15,fraud_Berge-Ullrich,home,30.39,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27/09/1970,304eef08318358ba586da448db282a64,1362764203,33.893016,-98.48119,0
8/3/2020 17:37,3.53E+15,fraud_Frami Group,entertainment,15.57,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,6/9/1940,e47423fcbebec54b540d626fc1800915,1362764226,38.311423,-74.901978,0
8/3/2020 17:37,3.42E+14,"fraud_O'Reilly, Mohr and Purdy",home,80.61,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,23/05/1978,658e5a71548ce5bab5da8bc4f7c35147,1362764249,42.711737,-74.825379,0
8/3/2020 17:37,3.75E+14,fraud_Howe PLC,entertainment,24.01,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,3/7/1984,1b237c3ccb2b6ff9748e6f71fbde7123,1362764261,38.280673,-78.100247,0
8/3/2020 17:37,60422928733,fraud_Tromp Group,travel,4.08,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,2/4/1942,4bf06bdaaad9f8d17846008c3356f87d,1362764275,34.371485,-82.81546,0
8/3/2020 17:38,1.80E+14,"fraud_Walter, Hettinger and Kessler",personal_care,53.92,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,0412a71e7716a3d334704e4b6c3199f9,1362764280,40.93524,-74.900832,0
8/3/2020 17:38,2.36E+15,"fraud_Lang, Towne and Schuppe",kids_pets,49.93,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,15/02/1981,82f47b4a258c8a5d7ee476afdf14d58d,1362764290,38.967247,-75.854281,0
8/3/2020 17:38,3.79E+14,fraud_Kuhic LLC,shopping_net,3.35,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1/5/1986,f990c06f4286776c77358621f41e438b,1362764323,34.990504,-98.655084,0
8/3/2020 17:38,4.73E+15,fraud_Rau-Grant,kids_pets,12.24,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,19/09/1968,c886ec5e27ef679ad171ecc769a2bfc6,1362764334,40.747573,-71.300225,0
8/3/2020 17:38,4.50E+18,fraud_Fahey Inc,kids_pets,64.45,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",20/11/1992,3b5dff678c69171ef3833386bbca697e,1362764335,32.578085,-91.457618,0
8/3/2020 17:39,3.03E+13,fraud_Champlin-Casper,home,15,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28/11/1972,3f06b48d5195f946992d9c129fb0bb92,1362764354,40.323408,-90.538011,0
8/3/2020 17:40,4.60E+15,fraud_Kuphal-Bartoletti,misc_net,40.84,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18/11/1997,189dade8e7cd2e748916e79b5f4fdb03,1362764403,37.509242,-97.121252,0
8/3/2020 17:40,4.84E+15,"fraud_Koss, McLaughlin and Mayer",food_dining,4.43,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,6/5/1955,a24ef9eccc4057807053528daa0d6ae6,1362764409,39.05535,-86.908418,0
8/3/2020 17:40,3.48E+14,fraud_Botsford Ltd,shopping_pos,3.77,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,28/12/1995,eccfd177f773c23d4e8ea7880998b649,1362764449,44.533252,-68.39697,0
8/3/2020 17:40,6.01E+15,fraud_Breitenberg-Hermiston,kids_pets,70.88,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",4/10/1991,debe47847bdd4dd5ff2cb9f81096ffce,1362764455,37.050019,-122.165357,0
8/3/2020 17:41,3.78E+14,fraud_Will Ltd,food_dining,49.92,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11/9/1975,3b862bfabacd3907c928599126e2ee83,1362764472,44.752507,-87.290416,0
8/3/2020 17:42,3.56E+15,fraud_Kuphal-Toy,food_dining,19.43,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31/03/1959,ddb7b546c3527eca4f61dffdfea73760,1362764527,38.043348,-122.885082,0
8/3/2020 17:43,2.13E+14,fraud_Streich Ltd,home,22.31,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,14/05/1944,a66f2e321468300ec43010501b91afec,1362764585,35.557911,-85.793686,0
8/3/2020 17:43,3.53E+15,fraud_Renner Ltd,home,34.72,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,a480a699b040f5a9834c007613706b5e,1362764590,43.507955,-73.679217,0
8/3/2020 17:43,6.01E+15,fraud_Quitzon-Goyette,home,107.02,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,19/11/1960,3526bee6cf3f20f7a366e98ebe047bc0,1362764601,34.26897,-89.175143,0
8/3/2020 17:43,3.56E+15,"fraud_Ruecker, Beer and Collier",shopping_net,2.75,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,ae1ca6adce619a9382a6979d272fe6fe,1362764617,46.296599,-101.782846,0
8/3/2020 17:43,4.10E+15,fraud_Medhurst Inc,home,24.23,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,e45c472bb2719515fa25c67d596f4073,1362764638,38.328713,-79.284569,0
